"Primary ISBN10","Primary ISBN13",Title,Author
1612623565,9781612623566,"NO. 6, VOL. 2","Atsuko Asano and  Hinoki Kino"
1612623573,9781612623573,"NO. 6, VOL. 3","Atsuko Asano and Hinoki Kino"
1612625533,9781612625539,"NO. 6, VOL. 7","Atsuko Asano and Hinoki Kino"
1612625789,9781612625782,"NO. 6, VOL. 8","Atsuko Asano"
1612629067,9781612629063,"NORAGAMI, VOL. 1",Adachitoka
1612629075,9781612629070,"NORAGAMI, VOL. 2",Adachitoka
1612629083,9781612629087,"NORAGAMI, VOL. 3",Adachitoka
142153892X,9781421538921,"NURA, VOL. 2","Hiroshi Shiibashi"
1421538989,9781421538983,"NURA: RISE OF THE YOKAI CLAN, VOL. 8","Hiroshi Shiibashi"
2765408963,9782765408963,"Naruto, Vol. 34","Masashi Kishimoto"
2765409161,9782765409168,"Naruto, Vol. 35","Masashi Kishimoto"
2765409161,9782765409168,"Naruto, Vol. 36","Masashi Kishimoto"
2765409498,9782765409496,"Naruto, Vol. 37","Masashi Kishimoto"
2923563190,9782923563190,"Naruto, Vol. 38","Masashi Kishimoto"
0824210867,9780824210861,"Naruto, Vol. 39","Masashi Kishimoto"
142152841X,9781421528410,"Naruto, Vol. 40","Masashi Kishimoto"
2923563190,9782923563190,"Naruto, Vol. 41","Masashi Kishimoto"
0316209414,9780316209410,"OMAMORI HIMARI, VOL. 0","Milan Matra"
0316376787,9780316376785,"OMAMORI HIMARI, VOL. 12","Milan Matra"
0759531811,9780759531819,"OMAMORI HIMARI, VOL. 3","Milan Matra"
0316195723,9780316195720,"OMAMORI HIMARI, VOL. 5","Milan Matra"
031619574X,9780316195744,"OMAMORI HIMARI, VOL. 7","Milan Matra"
0316209422,9780316209427,"OMAMORI HIMARI, VOL. 8","Milan Matra"
0316229156,9780316229159,"OMAMORI HIMARI, VOL. 9","Milan Matra"
1442067276,9781442067271,"ONE PIECE 21","Eiichiro Oda"
1421540851,9781421540856,"ONE PIECE, VOL, 60","Eiichiro Oda"
1421528444,9781421528441,"ONE PIECE, VOL. 23","Eiichiro Oda"
1421528452,9781421528458,"ONE PIECE, VOL. 24","Eiichiro Oda"
1421528460,9781421528465,"ONE PIECE, VOL. 25","Eiichiro Oda"
142153455X,9781421534558,"ONE PIECE, VOL. 39","Eiichiro Oda"
1421534568,9781421534565,"ONE PIECE, VOL. 40","Eiichiro Oda"
1421534576,9781421534572,"ONE PIECE, VOL. 41","Eiichiro Oda"
1421534584,9781421534589,"ONE PIECE, VOL. 42","Eiichiro Oda"
1421534592,9781421534596,"ONE PIECE, VOL. 43","Eiichiro Oda"
1421534606,9781421534602,"ONE PIECE, VOL. 44","Eiichiro Oda"
1421534614,9781421534619,"ONE PIECE, VOL. 45","Eiichiro Oda"
1421534622,9781421534626,"ONE PIECE, VOL. 46","Eiichiro Oda"
1421534630,9781421534633,"ONE PIECE, VOL. 47","Eiichiro Oda"
1421534649,9781421534640,"ONE PIECE, VOL. 48","Eiichiro Oda"
1421534657,9781421534657,"ONE PIECE, VOL. 49","Eiichiro Oda"
1421534665,9781421534664,"ONE PIECE, VOL. 50","Eiichiro Oda"
1421534703,9781421534701,"ONE PIECE, VOL. 54","Eiichiro Oda"
1421534711,9781421534718,"ONE PIECE, VOL. 55","Eiichiro Oda"
1421538504,9781421538501,"ONE PIECE, VOL. 56","Eiichiro Oda"
1421538512,9781421538518,"ONE PIECE, VOL. 57","Eiichiro Oda"
1421539268,9781421539263,"ONE PIECE, VOL. 58","Eiichiro Oda"
1421539594,9781421539591,"ONE PIECE, VOL. 59","Eiichiro Oda"
None,9781421541440,"ONE PIECE, VOL. 61","Eiichiro Oda"
1421541963,9781421541969,"ONE PIECE, VOL. 62","Eiichiro Oda"
1421543079,9781421543079,"ONE PIECE, VOL. 63","Eiichiro Oda"
142154329X,9781421543291,"ONE PIECE, VOL. 64","Eiichiro Oda"
1421549794,9781421549798,"ONE PIECE, VOL. 65","Eiichiro Oda"
142155237X,9781421552378,"ONE PIECE, VOL. 66","Eiichiro Oda"
1421553716,9781421553719,"ONE PIECE, VOL. 67","Eiichiro Oda"
1421558815,9781421558813,"ONE PIECE, VOL. 68","Eiichiro Oda"
1421561433,9781421561431,"ONE PIECE, VOL. 69","Eiichiro Oda"
1421564602,9781421564609,"ONE PIECE, VOL. 70","Eiichiro Oda"
1421569450,9781421569451,"ONE PIECE, VOL. 71","Eiichiro Oda"
142157344X,9781421573441,"ONE PIECE, VOL. 72","Eiichiro Oda"
142157683X,9781421576831,"ONE PIECE, Vol. 73","Eiichiro Oda"
1421524309,9781421524306,"ONE PIECE: HOPE, VOL. 22","Eiichiro Oda"
1421540967,9781421540962,"ORESAMA TEACHER, VOL. 8","Izumi Tsubaki"
1421536900,9781421536903,"OTOMEN 2","Aya Kanno"
1421524724,9781421524726,"OTOMEN 3","Aya Kanno"
142153830X,9781421538303,"OTOMEN, VOL. 10","Aya Kanno"
1421539780,9781421539782,"OTOMEN, VOL. 11","Aya Kanno"
142154265X,9781421542652,"OTOMEN, VOL. 13","Aya Kanno"
1421527375,9781421527376,"OTOMEN, VOL. 5","Aya Kanno"
1421529300,9781421529301,"OTOMEN, VOL. 6","Aya Kanno"
1421535912,9781421535913,"OTOMEN, VOL. 8","Aya Kanno"
1421526735,9781421526737,"OURAN HIGH SCHOOL HOST CLUB, VOL. 13","Bisco Hatori"
1421535653,9781421535654,"OURAN HIGH SCHOOL HOST CLUB, VOL. 14","Bisco Hatori"
1421536706,9781421536705,"OURAN HIGH SCHOOL HOST CLUB, VOL. 15","Bisco Hatori"
1421538709,9781421538709,"OURAN HIGH SCHOOL HOST CLUB, VOL. 16","Bisco Hatori"
1421539799,9781421539799,"OURAN HIGH SCHOOL HOST CLUB, VOL. 17","Bisco Hatori"
1421541351,9781421541358,"OURAN HIGH SCHOOL HOST CLUB, VOL. 18","Bisco Hatori"
"","","OURAN HIGH SCHOOLHOST CLUB, VOL. 12","Bisco Hatori"
0316197289,9780316197281,"PANDORA HEARTS, VOL. 10","Jun Mochizuki"
0316197297,9780316197298,"PANDORA HEARTS, VOL. 11","Jun Mochizuki"
0316197319,9780316197311,"PANDORA HEARTS, VOL. 12","Jun Mochizuki"
0316197335,9780316197335,"PANDORA HEARTS, VOL. 13","Jun Mochizuki"
0316225363,9780316225366,"PANDORA HEARTS, VOL. 14","Jun Mochizuki"
0316225371,9780316225373,"PANDORA HEARTS, VOL. 15","Jun Mochizuki"
031622538X,9780316225380,"PANDORA HEARTS, VOL. 16","Jun Mochizuki"
0316248096,9780316248099,"PANDORA HEARTS, VOL. 17","Jun Mochizuki"
0316076082,9780316076081,"PANDORA HEARTS, VOL. 2","Jun Mochizuki"
0316076104,9780316076104,"PANDORA HEARTS, VOL. 3","Jun Mochizuki"
0316076112,9780316076111,"PANDORA HEARTS, VOL. 4","Jun Mochizuki"
0316076120,9780316076128,"PANDORA HEARTS, VOL. 5","Jun Mochizuki"
0316076155,9780316076159,"PANDORA HEARTS, VOL. 6","Jun Mochizuki"
0316076163,9780316076166,"PANDORA HEARTS, VOL. 7","Jun Mochizuki"
0316197254,9780316197250,"PANDORA HEARTS, VOL. 8","Jun Mochizuki"
None,9780316197274,"PANDORA HEARTS, VOL. 9","Jun Mochizuki"
1421565900,9781421565903,"PHANTOM THIEF JEANNE, VOL. 1","Arina Tanemura"
1935429728,9781935429722,"PHOENIX WRIGHT, ACE ATTORNEY, VOL. 4","Kenji Kuroda"
1935429612,9781935429616,"PHOENIX WRIGHT, ACE ATTORNEY, VOL. 5","Kenji Kuroda"
193542971X,9781935429715,"PHOENIX WRIGHT: ACE ATTORNEY, VOL. 3","Kenji Kuroda"
142155898X,9781421558981,"POKEMON ADVENTURES BLACK AND WHITE, VOL. 1","Hidenori Kusaka"
1421554046,9781421554044,"POKEMON ADVENTURES, DIAMOND AND PEARL/PLATINUM, VOL. 8","Hidenori Kusaka"
1421561794,9781421561790,"POKEMON ADVENTURES, DIAMOND AND PEARL/PLATINUM, VOL. 8","Hidenori Kusaka"
1421559005,9781421559001,"POKEMON ADVENTURES, HEARTGOLD & SOULSILVER, VOL. 1","Hidenori Kusaka"
1421535491,9781421535494,"POKEMON ADVENTURES, VOL. 15","Hidenori Kusaka and Satoshi Yamamoto"
1421535505,9781421535500,"POKEMON ADVENTURES, VOL. 16","Hidenori Kusaka"
None,9781421535517,"POKEMON ADVENTURES, VOL. 17","Hidenori Kusaka and Satoshi Yamamoto"
1421535548,9781421535548,"POKEMON ADVENTURES, VOL. 20","Hidenori Kusaka and Satoshi Yamamoto"
1421535564,9781421535562,"POKEMON ADVENTURES, VOL. 22","Hidenori Kusaka"
1421535572,9781421535579,"POKEMON ADVENTURES, VOL. 23","Hidenori Kusaka and Satoshi Yamamoto"
1421535580,9781421535586,"POKEMON ADVENTURES, VOL. 24","Hidenori Kusaka and Satoshi Yamamoto"
1421542471,9781421542478,"POKEMON ADVENTURES, VOL. 7","Hidenori Kusaka and Mato"
1421561816,9781421561813,"POKEMON ADVENTURES: BLACK AND WHITE, VOL. 5","Hidenori Kusaka and Satoshi Yamamoto"
1421538180,9781421538181,"POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 3","Hidenori Kusaka"
1421539128,9781421539126,"POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 3","Hidenori Kusaka"
1421539136,9781421539133,"POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 3","Hidenori Kusaka"
1421554054,9781421554051,"POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 3","Hidenori Kusaka"
1421539144,9781421539140,"POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 6","Hidenori Kusaka"
1421558947,9781421558943,"POKEMON BLACK AND WHITE, VOL. 10","Hidenori Kusaka"
1421558963,9781421558967,"POKEMON BLACK AND WHITE, VOL. 10","Hidenori Kusaka"
1421567687,9781421567686,"POKEMON BLACK AND WHITE, VOL. 16","Hidenori Kusaka and Satoshi Yamamoto"
1421541149,9781421541143,"POKEMON BLACK AND WHITE, VOL. 4","Hidenori Kusaka"
1421542803,9781421542805,"POKEMON BLACK AND WHITE, VOL. 5","Hidenori Kusaka"
1421542811,9781421542812,"POKEMON BLACK AND WHITE, VOL. 6","Hidenori Kusaka"
142154282X,9781421542829,"POKEMON BLACK AND WHITE, VOL. 7","Hidenori Kusaka"
1421540924,9781421540924,"POKEMON: BLACK AND WHITE, VOL. 3","Hidenori Kusaka"
1421542838,9781421542836,"POKEMON: BLACK AND WHITE, VOL. 8","Hidenori Kusaka"
1421535556,9781421535555,"POKÉMON ADVENTURES, VOL. 21","Hidenori Kusaka and Satoshi Yamamoto"
1421535483,9781421535487,"POKéMON ADVENTURES, VOL. 14","Hidenori Kusaka and Satoshi Yamamoto"
193565425X,9781935654254,"PRINCESS KNIGHT, VOL. 1","Osamu Tezuka"
1935654314,9781935654315,"PRINCESS KNIGHT, VOL. 2","Osamu Tezuka"
1421536765,9781421536767,"PSYREN, VOL. 1","iwashiro Toshiaki"
1421551454,9781421551456,"PSYREN, VOL. 11","Toshiaki Iwashiro"
1421551489,9781421551487,"PSYREN, VOL. 14","Toshiaki Iwashiro"
None,9781421536781,"PSYREN, VOL. 3","Toshiaki Iwashiro"
142153679X,9781421536798,"PSYREN, VOL. 4","Toshiaki Iwashiro"
0316250961,9780316250962,"PUELLA MAGI KAZUMI MAGICA: THE INNOCENT MALICE, VOL. 1","Magica Quartet and others"
031621387X,9780316213875,"PUELLA MAGI MADOKA MAGICA, VOL. 1","Magica Quartet"
0316217158,9780316217156,"PUELLA MAGI MADOKA MAGICA, VOL. 2","Magica Quartet Staff"
0316217166,9780316217163,"PUELLA MAGI MADOKA MAGICA, VOL. 3","Magica Quartet"
0316370517,9780316370516,"PUELLA MAGI MADOKA MAGICA: THE DIFFERENT STORY, VOL. 1","Magica Quartet and Hanokage"
0316254290,9780316254298,"PUELLA MAGI ORIKO MAGICA, VOL. 2","Magica Quartet and  Kuroe Mura"
142153309X,9781421533094,"RASETSU, VOL. 6","Chika Shiomi"
0786409509,9780786409501,"RETURN TO LABYRINTH 3","Jake T Forbes"
1427816875,9781427816870,"RETURN TO LABYRINTH, VOL. 4","Jake T Forbes and Chris Lie"
1421534878,9781421534879,"RIN-NE, VOL. 3","Rumiko Takahashi"
1421536226,9781421536224,"RIN-NE, VOL. 5","Rumiko Takahashi"
1421541734,9781421541730,"RIN-NE, VOL. 7","Rumiko Takahashi"
1421519097,9781421519098,"ROSARIO   VAMPIRE 7","Akihisa Ikeda"
1421519100,9781421519104,"ROSARIO   VAMPIRE, VOL. 8","Akihisa Ikeda"
142152354X,9781421523545,"ROSARIO   VAMPIRE, VOL. 9","Akihisa Ikeda"
1421531364,9781421531366,"ROSARIO   VAMPIRE: SEASON II, VOL. 1","Akihisa Ikeda"
1421519089,9781421519081,"ROSARIO + VAMPIRE, Vol. 6","Akihisa Ikeda"
1421531372,9781421531373,"ROSARIO + VAMPIRE: SEASON II, VOL. 2","Akihisa Ikeda"
1421532689,9781421532684,"ROSARIO + VAMPIRE: SEASON II, VOL. 3","Akihisa Ikeda"
1421535440,9781421535449,"ROSARIO + VAMPIRE: SEASON II, VOL. 4","Akihisa Ikeda"
1421536919,9781421536910,"ROSARIO + VAMPIRE: SEASON II, VOL. 5","Akihisa Ikeda"
1421557029,9781421557021,"ROSARIO VAMPIRE, SEASON II, VOL. 12","Akihisa Ikeda"
1421523558,9781421523552,"ROSARIO VAMPIRE, VOL. 10","Akihisa Ikeda"
142155240X,9781421552408,"ROSARIO+VAMPIRE SEASON II, VOL. 11","Akihisa Ikeda"
1421540266,9781421540269,"ROSARIO+VAMPIRE SEASON II, VOL. 7","Akihisa Ikeda"
1421569493,9781421569499,"ROSARIO+VAMPIRE, SEASON II, VOL. 13","Akihisa Ikeda"
1421540509,9781421540504,"ROSARIO+VAMPIRE, SEASON II, VOL. 8","Akihisa Ikeda"
1421538318,9781421538310,"ROSARIO+VAMPIRE: SEASON II, VOL. 6","Akihisa Ikeda"
1421542099,9781421542096,"ROSARIO+VAMPIRE: SEASON II, VOL. 9","Akihisa Ikeda"
1421548798,9781421548791,"ROSARIO±VAMPIRE: SEASON II, VOL. 10","Akihisa Ikeda"
1421555700,9781421555706,"RUROUNI KENSHIN: RESTORATION, VOL. 2","Nobuhiro Watsuki"
1421526204,9781421526201,"S. A, VOL. 12","Maki Minami"
1612624421,9781612624426,"SAILOR MOON SHORT STORIES, VOL. 1","Naoko Takeuchi"
1612620108,9781612620107,"SAILOR MOON SHORT STORIES, VOL. 2","Naoko Takeuchi"
1612623972,9781612623979,"SAILOR MOON, BOX SET 2","Naoko Takeuchi"
1935429744,9781935429746,"SAILOR MOON, VOL. 1","Naoko Takeuchi"
161262006X,9781612620060,"SAILOR MOON, VOL. 10","Naoko Takeuchi"
1612620078,9781612620077,"SAILOR MOON, VOL. 11","Naoko Takeuchi"
1612620086,9781612620084,"SAILOR MOON, VOL. 12","Naoko Takeuchi"
1935429752,9781935429753,"SAILOR MOON, VOL. 2","Naoko Takeuchi"
1935429760,9781935429760,"SAILOR MOON, VOL. 3","Naoko Takeuchi"
1612620000,9781612620008,"SAILOR MOON, VOL. 4","Naoko Takeuchi"
1612620019,9781612620015,"SAILOR MOON, VOL. 5","Naoko Takeuchi"
1612620027,9781612620022,"SAILOR MOON, VOL. 6","Naoko Takeuchi"
1612620035,9781612620039,"SAILOR MOON, VOL. 7","Naoko Takeuchi"
1612620043,9781612620046,"SAILOR MOON, VOL. 8","Naoko Takeuchi"
1612620051,9781612620053,"SAILOR MOON, VOL. 9","Naoko Takeuchi"
1421538822,9781421538822,"SAKURA HIME: THE LEGEND OF PRINCESS SAKURA, VOL. 1","Arina Tanemura"
1421538849,9781421538846,"SAKURA HIME: THE LEGEND OF PRINCESS SAKURA, VOL. 3","Arina Tanemura"
1421542765,9781421542768,"SAKURA HIME: THE LEGEND OF PRINCESS SAKURA, VOL. 9","Arina Tanemura"
1612626033,9781612626031,"SAY I LOVE YOU, VOL. 2","Kanae Hazuki"
1612626041,9781612626048,"SAY I LOVE YOU, VOL. 3","Kanae Hazuki"
1612626718,9781612626710,"SAY I LOVE YOU, VOL. 6","Kanae Hazuki"
1935429817,9781935429814,"SAYONARA, ZETSUBOU-SENSEI, VOL. 11","Koji Kumeta"
1935429825,9781935429821,"SAYONARA, ZETSUBOU-SENSEI, VOL. 12","Koji Kumeta"
1612620779,9781612620770,"SAYONARA, ZETSUBOU-SENSEI, VOL. 13","Koji Kumeta"
1612620787,9781612620787,"SAYONARA, ZETSUBOU-SENSEI, VOL. 14","Koji Kumeta"
0345510240,9780345510242,"SAYONARA, ZETSUBOU-SENSEI: VOL., 3","Koji Kumeta"
1421571501,9781421571508,"SERAPH OF THE END, VOL. 1","Takaya Kagami and Yamato Yamamoto"
1421571536,9781421571539,"SERAPH OF THE END, VOL. 4","Takaya Kagami and Yamato Yamamoto"
1612629237,9781612629230,"SEVEN DEADLY SINS, VOL. 2","Nakaba Suzuki"
1612629253,9781612629254,"SEVEN DEADLY SINS, VOL. 3","Nakaba Suzuki"
1421532697,9781421532691,"SHAKUGAN NO SHANA, VOL. 6","Yashichiro Takahashi and Ayato Sasakura"
1421521776,9781421521770,"SHAMAN KING, VOL. 24","Hiroyuki Takei"
1421521822,9781421521824,"SHAMAN KING, VOL. 29","Hiroyuki Takei"
1421521830,9781421521831,"SHAMAN KING, VOL. 30","Hiroyuki Takei"
1935429957,9781935429951,"SHUGO CHARA CHAN, VOL. 1",Peach-Pit
0345514300,9780345514301,"SHUGO CHARA! 7",Peach-Pit
0345520823,9780345520821,"SHUGO CHARA! 9",Peach-Pit
1935429930,9781935429937,"SHUGO CHARA!, VOL. 10",Peach-Pit
1935429833,9781935429838,"SHUGO CHARA!, VOL. 11",Peach-Pit
0345514319,9780345514318,"SHUGO CHARA!, VOL. 8",Peach-Pit
1935429841,9781935429845,"SHUGO CHARA!, Vol.12",Peach-Pit
1421527804,9781421527802,"SKIP BEAT!, VOL. 19","Yoshiki Nakamura"
1421530724,9781421530727,"SKIP BEAT!, VOL. 20","Yoshiki Nakamura"
1421532700,9781421532707,"SKIP BEAT!, VOL. 21","Yoshiki Nakamura"
1421535084,9781421535081,"SKIP BEAT!, VOL. 22","Yoshiki Nakamura"
1421538334,9781421538334,"SKIP BEAT!, VOL. 24","Yoshiki Nakamura"
1421539233,9781421539232,"SKIP BEAT!, VOL. 25","Yoshiki Nakamura"
1421539993,9781421539997,"SKIP BEAT!, VOL. 26","Yoshiki Nakamura"
None,9781421541082,"SKIP BEAT!, VOL. 27","Yoshiki Nakamura"
1421542196,9781421542195,"SKIP BEAT!, VOL. 28","Yoshiki Nakamura"
1421543346,9781421543345,"SKIP BEAT!, VOL. 29","Yoshiki Nakamura"
1421569523,9781421569529,"SKIP BEAT!, VOL. 33","Yoshiki Nakamura"
0345485904,9780345485908,"SKIP BEAT!, VOLUME 18","Yoshiki Nakamura"
1421536927,9781421536927,"SKIP BEAT, VOL. 23","Yoshiki Nakamura"
142155061X,9781421550619,"SKIP BEAT, VOL. 30","Yoshiki Nakamura"
1421554798,9781421554792,"SKIP BEAT, VOL. 31","Yoshiki Nakamura"
0316213624,9780316213622,"SOUL EATER NOT!, VOL. 1","Atsushi Ohkubo"
0316221066,9780316221061,"SOUL EATER NOT!, VOL. 2","Atsushi Ohkubo"
0316376663,9780316376662,"SOUL EATER NOT!, VOL. 3","Atsushi Ohkubo"
0316377953,9780316377959,"SOUL EATER VOL. 25","Atsushi Ohkubo"
0316071145,9780316071147,"SOUL EATER, VOL. 10","Atsushi Ohkubo"
0316072931,9780316072939,"SOUL EATER, VOL. 12","Atsushi Ohkubo"
031623057X,9780316230575,"SOUL EATER, VOL. 13","Atsushi Ohkubo"
0316231924,9780316231923,"SOUL EATER, VOL. 14","Atsushi Ohkubo"
0316234907,9780316234900,"SOUL EATER, VOL. 15","Atsushi Ohkubo"
0316244317,9780316244312,"SOUL EATER, VOL. 16","Atsushi Ohkubo"
0316244325,9780316244329,"SOUL EATER, VOL. 17","Atsushi Ohkubo"
0316368997,9780316368995,"SOUL EATER, VOL. 18","Atsushi Ohkubo"
0316406945,9780316406949,"SOUL EATER, VOL. 19","Atsushi Ohkubo"
0759530483,9780759530485,"SOUL EATER, VOL. 2","Atsushi Ohkubo"
0316406953,9780316406956,"SOUL EATER, VOL. 20","Atsushi Ohkubo"
0316406961,9780316406963,"SOUL EATER, VOL. 21","Atsushi Ohkubo"
031640697X,9780316406970,"SOUL EATER, VOL. 22","Atsushi Ohkubo"
0316377937,9780316377935,"SOUL EATER, VOL. 24","Atsushi Ohkubo"
0759530017,9780759530010,"SOUL EATER, VOL. 3","Atsushi Ohkubo"
0759530645,9780759530645,"SOUL EATER, VOL. 3","Atsushi Ohkubo"
0759531277,9780759531277,"SOUL EATER, VOL. 4","Atsushi Ohkubo"
0316071072,9780316071079,"SOUL EATER, VOL. 5","Atsushi Ohkubo"
0316071102,9780316071109,"SOUL EATER, VOL. 7","Atsushi Ohkubo"
0316071129,9780316071123,"SOUL EATER, VOL. 8","Atsushi Ohkubo"
0316071137,9780316071130,"SOUL EATER, VOL. 9","Atsushi Ohkubo"
031618201X,9780316182010,SOULLESS,"Gail Carriger"
0316182060,9780316182065,"SOULLESS, VOL. 2","Gail Carriger"
0316182036,9780316182034,"SOULLESS, VOL. 3","Gail Carriger and Rem"
0316073393,9780316073394,"SPICE AND WOLF, VOL. 1","Isuna Hasekura and Keito Koume"
0316336602,9780316336604,"SPICE AND WOLF, VOL. 10","Isuna Hasekura and Keito Koume"
0316102326,9780316102322,"SPICE AND WOLF, VOL. 2","Isuna Hasekura and Keito Koume"
0316102342,9780316102346,"SPICE AND WOLF, VOL. 3","Isuna Hasekura and Ju Ayakura"
0316178268,9780316178266,"SPICE AND WOLF, VOL. 4","Isuna Hasekura and Keito Koume"
0316194476,9780316194471,"SPICE AND WOLF, VOL. 5","Isuna Hasekura and Keito Koume"
None,9780316210324,"SPICE AND WOLF, VOL. 6","Isuna Hasekura"
0316229113,9780316229111,"SPICE AND WOLF, VOL. 7","Isuna Hasekura"
0316245461,9780316245463,"SPICE AND WOLF, VOL. 8","Isuna Hasekura"
0316250856,9780316250856,"SPICE AND WOLF, VOL. 8","Isuna Hasekura"
None,9780316245487,"SPICE AND WOLF, VOL. 9","Isuna Hasekura"
031629487X,9780316294874,"SPICE AND WOLF, VOL. 9","Isuna Hasekura and Keito Koume"
1421531836,9781421531830,"STEPPING ON ROSES, VOL. 2","Rinko Ueda"
1421532379,9781421532370,"STEPPING ON ROSES, VOL. 3","Rinko Ueda"
1421535939,9781421535937,"STEPPING ON ROSES, VOL. 4","Rinko Ueda"
142153942X,9781421539423,"STEPPING ON ROSES, VOL. 5","Rinko Ueda"
1421550806,9781421550800,"STEPPING ON ROSES, VOL. 9","Rinko Ueda"
1421555255,9781421555256,"SUNNY, VOL. 1","Taiyo Matsumoto"
0316371238,9780316371230,"SWORD ART ONLINE: AINCRAD","Reki Kawahara and Tamako Nakamura"
0316376817,9780316376815,"SWORD ART ONLINE: AINCRAD, VOL. 2","Reki Kawahara"
0316407380,9780316407380,"SWORD ART ONLINE: FAIRY DANCE, VOL. 1","Reki Kawahara and Tsubasa Haduki"
0316336556,9780316336550,"SWORD ART ONLINE: FAIRY DANCE, VOL. 2","Reki Kawahara and Tsubasa Haduki"
0316383732,9780316383738,"SWORD ART ONLINE: FAIRY DANCE, VOL. 3","Reki Kawahara and Tsubasa Haduki"
0316259373,9780316259378,"SWORD ART ONLINE: PROGRESSIVE, VOL. 1","Reki Kawahara and Kiseki Himura"
1421529513,9781421529516,"TEGAMI BACHI, LETTER BEE, VOL. 3","Hiroyuki Asada"
1421541459,9781421541457,"TEGAMI BACHI, VOL. 10","Hiroyuki Asada"
1421538210,9781421538211,"TEGAMI BACHI, VOL. 9","Hiroyuki Asada"
1421529130,9781421529134,"TEGAMI BACHI: LETTER BEE, VOL. 1","Hiroyuki Asada"
1421549484,9781421549484,"TENJO TENGE, VOL. 11",Oh!great
1421540118,9781421540115,"TENJO TENGE, VOL. 4: FULL CONTACT EDITION",oh!great
1421540142,9781421540146,"TENJO TENGE, VOL. 7","Oh! Great Staff"
1421540150,9781421540153,"TENJO TENGE, VOL. 8","Oh! Great Staff"
1421540169,9781421540160,"TENJO TENGE, VOL. 9","Oh! Great Staff"
None,9781421540122,"TENJO TENGE: FULL CONTACT EDITION 2-IN-1, VOL. 5","Oh Great"
1421540134,9781421540139,"TENJO TENGE: FULL CONTACT EDITION 2-IN-1, VOL. 6","Oh! Great"
142154010X,9781421540108,"TENJO TENGE: FULL CONTACT EDITION, VOL. 3",Oh!great
1421571552,9781421571553,"TERRA FORMARS, VOL. 2","Yu Sasuga and Kenichi Tachibana"
0316216151,9780316216159,"THE BETRAYAL KNOWS MY NAME, VOL. 4","Hotaru Odagiri"
0316232688,9780316232685,"THE BETRAYAL KNOWS MY NAME, VOL. 5","Hotaru Odagiri"
0316243116,9780316243117,"THE BETRAYAL KNOWS MY NAME, VOL. 6","Hotaru Odagiri"
1421528118,9781421528113,"THE BLEACH, VOL. 33","Tite Kubo"
0312554001,9780312554002,"THE DARK-HUNTERS, V. 2","Sherrilyn Kenyon and Claudia Campos"
0312376871,9780312376871,"THE DARK-HUNTERS, VOL. 1","Sherrilyn Kenyon and Claudia Campos"
031237688X,9780312376888,"THE DARK-HUNTERS, VOL. 3","Sherrilyn Kenyon"
1935654292,9781935654292,"THE DROPS OF GOD, VOL. 2","Tadashi Agi"
1935654365,9781935654360,"THE DROPS OF GOD, VOL. 3","Tadashi Agi"
193565439X,9781935654391,"THE DROPS OF GOD, VOL. 4","Tadashi Agi"
1421541696,9781421541693,"THE EARL AND THE FAIRY, VOL. 2",Ayuko
142154170X,9781421541709,"THE EARL AND THE FAIRY, VOL. 3",Ayuko
1421530767,9781421530765,"THE GENTLEMEN’S ALLIANCE, VOL. 10","Arina Tanemura"
1421531631,9781421531632,"THE GENTLEMEN’S ALLIANCE, VOL.11","Arina Tanemura"
1935429965,9781935429968,"THE GHOST IN THE SHELL, VOL. 1.5","Masamune Shirow"
0345518551,9780345518552,"THE LAST AIRBENDER (9780345518552)","Dave Roman, Joon Choi and Alison Wilgus"
1421537249,9781421537245,"THE LEGEND OF ZELDA, VOL. 10","Akira Himekawa"
193565456X,9781935654568,"THE LIMIT, VOL. 1","Keiko Suenobu"
0316071099,9780316071093,"THE MAGICIAN KING","Lev Grossman"
0316186392,9780316186391,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 10","Nagaru Tanigawa"
0316209465,9780316209465,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 12","Nagaru Tanigawa"
031620949X,9780316209496,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 13","Nagaru Tanigawa"
0759529469,9780759529465,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 3","Nagaru Tanigawa and Gaku Tsugano"
0316086053,9780316086059,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 5","Nagaru Tanigawa, Gaku Tsugano and Noizi Ito"
0316089532,9780316089531,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 7","Nagaru Tanigawa and Gaku Tsugano"
0316089583,9780316089586,"THE MELANCHOLY OF SUZUMIYA HARUHI-CHAN, VOL. 2","Nagaru Tanigawa and Noizi Ito"
0316195774,9780316195775,"THE MELANCHOLY OF SUZUMIYA HARUHI-CHAN, VOL. 4","Nagaru Tanigawa"
None,9780316209458,"THE MELANCHOLY OF SUZUMIYA HARUHI-CHAN, VOL. 5","Nagaru Tanigawa"
